kit_part_number,component_part_number,line_number,qty_per_kit,uom
PK-AN3A,AN4-17A,26,10,ea
PK-AN3A,AN4-20A,27,10,ea
RV1014-C1P-S,SK245A162A,1,26,ea
RV1014-C1P-S,SK245A161-INS,2,2,ea
RV1014-C1P-S,SK40S5-2S,3,26,ea
RV1014-C1P-S,SK-OSG1-8,4,26,ea
RV1014-C1P-S,SK-O18S,5,2,ea
RV1014-C1P-S,SK-R4GS,6,28,ea
RV1014-C1P-S,MS20426AD3-4C,7,1,ea
RV1014-C1P-S,MS20426AD3-5C,8,1,ea
RV1014-C1P-S,MS20426AD4-4C,9,1,ea
RV1014-C1P-S,MS21059L3,10,10,ea
RV1014-C1P-S,MS24693-C272,11,10,ea
RV1014-C1P-S,DP1085-20SS,12,10,ea
RV1014-C1P-S,RV Instructions,13,1,ea
RV1014-C1P-S,SK-RET012,14,65,ea
RV1014-C1P-S,D188C,15,6,ea
RV4-C1P-F,SK245A162A,1,18,ea
RV4-C1P-F,SK245A161-INS,2,2,ea
RV4-C1P-F,SK40S5-2S,3,18,ea
RV4-C1P-F,SK-OSG1-8,4,18,ea
RV4-C1P-F,SK-R4GS,5,20,ea
RV4-C1P-F,MS20426AD3-4C,6,2,ea
RV4-C1P-F,MS20426AD3-5C,7,1,ea
RV4-C1P-F,MS20426AD4-4C,8,2,ea
RV4-C1P-F,RV Instructions,9,1,ea
RV4-C1P-F,SK-O18S,10,2,ea
RV4-C1P-F,SK-RVC,11,10,ea
RV4-C1P-F,SK-RET012,12,30,ea
RV4-C1P-F,D188C,13,6,ea
RV4-C1P-S,SK245A162A,1,20,ea
RV4-C1P-S,SK245A161-INS,2,2,ea
RV4-C1P-S,SK40S5-2S,3,20,ea
RV4-C1P-S,SK-OSG1-8,4,20,ea
RV4-C1P-S,SK-O18S,5,2,ea
RV4-C1P-S,SK-R4GS,6,22,ea
RV4-C1P-S,MS20426AD3-4C,7,1,ea
RV4-C1P-S,MS20426AD3-5C,8,1,ea
RV4-C1P-S,MS20426AD4-4C,9,1,ea
RV4-C1P-S,MS21059L3,10,10,ea
RV4-C1P-S,DP1085-20SS,11,10,ea
RV4-C1P-S,MS24693-C272,12,10,ea
RV4-C1P-S,RV Instructions,13,1,ea
RV4-C1P-S,SK-RET012,14,30,ea
RV4-C1P-S,D188C,15,6,ea
RV679-C1P,SK245A162A,1,52,ea
RV679-C1P,SK245A161-INS,2,2,ea
RV679-C1P,SK40S5-2S,3,52,ea
RV679-C1P,SK-OSG1-8,4,52,ea
RV679-C1P,SK-O18S,5,2,ea
RV679-C1P,SK-R4GS,6,54,ea
RV679-C1P,SK-RVC,7,10,ea
RV679-C1P,MS20426AD3-4C,8,2,ea
RV679-C1P,MS20426AD3-5C,9,1,ea
RV679-C1P,MS20426AD4-4C,10,2,ea
RV679-C1P,MS21059L3,11,10,ea
RV679-C1P,MS24693-C272,12,10,ea
RV679-C1P,DP1085-20SS,13,10,ea
RV679-C1P,RV Instructions,14,1,ea
RV679-C1P,SK-RET012,15,65,ea
RV679-C1P,Template-215,16,1,ea
RV679-C1P,Template-245,17,1,ea
RV679-C1P,D188C,18,6,ea
RV679-C1P-F,SK40S5-2S,1,32,ea
RV679-C1P-F,SK-OSG1-8,2,32,ea
RV679-C1P-F,SK-R4GS,3,34,ea
RV679-C1P-F,SK245A162A,4,32,ea
RV679-C1P-F,SK245A161-INS,5,2,ea
RV679-C1P-F,MS20426AD3-4C,6,1,ea
RV679-C1P-F,MS20426AD3-5C,7,1,ea
RV679-C1P-F,MS20426AD4-4C,8,1,ea
RV679-C1P-F,SK-RVC,9,10,ea
RV679-C1P-F,RV Instructions,10,1,ea
RV679-C1P-F,SK-O18S,11,2,ea
RV679-C1P-F,SK-RET012,12,65,ea
RV679-C1P-F,D188C,13,6,ea
RV679-C1P-UF,SK245A162A,1,17,ea
RV679-C1P-UF,SK245A161-INS,2,2,ea
RV679-C1P-UF,SK40S5-2S,3,17,ea
RV679-C1P-UF,SK-OSG1-8,4,17,ea
RV679-C1P-UF,SK-O18S,5,2,ea
RV679-C1P-UF,SK-R4GS,6,19,ea
RV679-C1P-UF,SK-RVC,7,5,ea
RV679-C1P-UF,MS20426AD3-4C,8,1,ea
RV679-C1P-UF,MS20426AD3-5C,9,1,ea
RV679-C1P-UF,MS20426AD4-4C,10,1,ea
RV679-C1P-UF,RV Instructions,11,1,ea
RV679-C1P-UF,SK-RET012,12,30,ea
RV679-C1P-UF,D188C,13,6,ea
RV8-C1P,SK245A162A,1,50,ea
RV8-C1P,SK245A161-INS,2,2,ea
RV8-C1P,SK40S5-2S,3,50,ea
RV8-C1P,SK-OSG1-8,4,50,ea
RV8-C1P,SK-O18S,5,2,ea
RV8-C1P,SK-R4GS,6,52,ea
RV8-C1P,SK-RVC,7,10,ea
RV8-C1P,MS20426AD3-4C,8,2,ea
RV8-C1P,MS20426AD3-5C,9,1,ea
RV8-C1P,MS20426AD4-4C,10,2,ea
RV8-C1P,MS21059L3,11,10,ea
RV8-C1P,MS24693-C272,12,10,ea
RV8-C1P,DP1085-20SS,13,10,ea
RV8-C1P,RV Instructions,14,1,ea
RV8-C1P,SK-RET012,15,65,ea
RV8-C1P,Template-215,16,1,ea
RV8-C1P,Template-245,17,1,ea
RV8-C1P,D188C,18,6,ea
RV8-C1P-UF,SK245A162A,1,14,ea
RV8-C1P-UF,SK245A161-INS,2,2,ea
RV8-C1P-UF,SK40S5-2S,3,14,ea
RV8-C1P-UF,SK-OSG1-8,4,14,ea
RV8-C1P-UF,SK-O18S,5,2,ea
RV8-C1P-UF,SK-R4GS,6,16,ea
RV8-C1P-UF,SK-RVC,7,5,ea
RV8-C1P-UF,MS20426AD3-4C,8,1,ea
RV8-C1P-UF,MS20426AD3-5C,9,1,ea
RV8-C1P-UF,MS20426AD4-4C,10,1,ea
RV8-C1P-UF,RV Instructions,11,1,ea
RV8-C1P-UF,SK-RET012,12,30,ea
RV8-C1P-UF,D188C,13,6,ea
SK2018-SET,SK2018C,1,1,ea
SK2018-SET,SK2018-A2,2,1,ea
SK2018-SET,SK2018-A3,3,1,ea
SK2018-SET,SK2018-A4,4,1,ea
SK2018-SET,SK2018-A5,5,1,ea
SK2018-SET,SK2018-A6,6,1,ea
SK2018-SET,SK2018-A65,7,1,ea
SK2018-SET,SK2018-F4,8,1,ea
SK2018-SET,SK2018-F5,9,1,ea
SK2018-SET,SK2018-F6,10,1,ea
SK2018-SET,SK2018-F65,11,1,ea
SK2018-SET,SK29695,12,1,ea
SK2018-SET,SK29667,13,1,ea
SK2018-SET,SK29770,14,1,ea
SK203C150P-FW4,SK2003-42A,1,10,ea
SK203C150P-FW4,SK40S5-2S,2,10,ea
SK203C150P-FW4,SK40S5-3S,3,2,ea
SK203C150P-FW4,SK-OS,4,10,ea
SK203C150P-FW4,SK-R4GS,5,10,ea
SK203C150P-FW4,SK-R4TS,6,2,ea
SK203C150P-FW4,AN525-832R8,7,25,ea
SK203C150P-FW4,MS21044N08,8,25,ea
SK203C150P-FW4,SK2003-AW4S,9,3,ea
SK203C150P-FW4,SK203-TEM1,10,1,ea
SK203C150P-FW4,SK4150-42A.DOC,11,1,ea
SK203C150P-SD2,SK213-2,1,8,ea
SK203C150P-SD2,SK28S3-2S,2,8,ea
SK203C150P-SD2,SK2600-SW,3,8,ea
SK203C150P-SD2,NAS1515-H-4L,4,50,ea
SK203C150P-SD2,MS20426AD3-5C,5,1,ea
SK203C150P-SD2,8RX1/2THBS,6,25,ea
SK203C150P-SD2,10RX1/2THBS,7,25,ea
SK203C150P-SD2,SK4150-42A.DOC,8,1,ea
SK203C172P-FW4,SK2003-42A,1,11,ea
SK203C172P-FW4,SK40S5-2S,2,12,ea
SK203C172P-FW4,SK40S5-3S,3,2,ea
SK203C172P-FW4,SK-OS,4,12,ea
SK203C172P-FW4,SK-O18S,5,2,ea
SK203C172P-FW4,SK-R4GS,6,14,ea
SK203C172P-FW4,SK-R4TS,7,2,ea
SK203C172P-FW4,AN525-832R8,8,25,ea
SK203C172P-FW4,AN525-832R10,9,25,ea
SK203C172P-FW4,MS21044N08,10,25,ea
SK203C172P-FW4,SK2003-AW4S,11,5,ea
SK203C172P-FW4,SK203-TEM1,12,1,ea
SK203C172P-FW4,SK4172-42A.DOC,13,1,ea
SK203C172P-RET,SK2003-42A,1,11,ea
SK203C172P-RET,SK40S5-2S,2,12,ea
SK203C172P-RET,SK40S5-3S,3,2,ea
SK203C172P-RET,SK-OS,4,12,ea
SK203C172P-RET,SK-O18S,5,2,ea
SK203C172P-RET,SK-R4GS,6,14,ea
SK203C172P-RET,AN525-832R8,7,25,ea
SK203C172P-RET,AN525-832R10,8,25,ea
SK203C172P-RET,MS21044N08,9,25,ea
SK203C172P-RET,SK2003-AW4S,10,5,ea
SK203C172P-RET,SK203-TEM1,11,1,ea
SK203C172P-RET,SK4172-42A.DOC,12,1,ea
SK203C172P-RET,SK-R4TS,13,2,ea
SK203C172P-SD4,SK245-461A,1,16,ea
SK203C172P-SD4,SK40S5-2S,2,16,ea
SK203C172P-SD4,SK-OS,3,16,ea
SK203C172P-SD4,SK-R4GS,4,16,ea
SK203C172P-SD4,MS20426AD4-5C,5,1,ea
SK203C172P-SD4,SK244-461,6,1,ea
SK203C172P-SD4,SK4172-42A.DOC,7,1,ea
SK203C172P-XP4,SK2003-42A,1,13,ea
SK203C172P-XP4,SK40S5-2S,2,14,ea
SK203C172P-XP4,SK40S5-3S,3,2,ea
SK203C172P-XP4,SK40S5-4S,4,6,ea
SK203C172P-XP4,SK40S5-5S,5,14,ea
SK203C172P-XP4,SK40S5-6S,6,7,ea
SK203C172P-XP4,SK40S5-7S,7,5,ea
SK203C172P-XP4,SK40S5-8S,8,1,ea
SK203C172P-XP4,SK-HS,9,31,ea
SK203C172P-XP4,SK-O18S,10,14,ea
SK203C172P-XP4,SK-R4GS,11,40,ea
SK203C172P-XP4,SK-R4TS,12,2,ea
SK203C172P-XP4,AN525-832R8,13,25,ea
SK203C172P-XP4,AN525-832R10,14,25,ea
SK203C172P-XP4,MS24693-C50,15,25,ea
SK203C172P-XP4,DP1080-17SS,16,25,ea
SK203C172P-XP4,MS21044N08,17,30,ea
SK203C172P-XP4,SK2003-AW4S,18,5,ea
SK203C172P-XP4,SK203-TEM1,19,1,ea
SK203C172P-XP4,SK4172-42A.DOC,20,1,ea
SK203C172PXP-FW4,SK2003-42A,1,13,ea
SK203C172PXP-FW4,SK40S5-2S,2,13,ea
SK203C172PXP-FW4,SK40S5-3S,3,2,ea
SK203C172PXP-FW4,SK-OS,4,13,ea
SK203C172PXP-FW4,SK-O18S,5,2,ea
SK203C172PXP-FW4,SK-R4GS,6,20,ea
SK203C172PXP-FW4,SK-R4TS,7,2,ea
SK203C172PXP-FW4,AN525-832R8,8,25,ea
SK203C172PXP-FW4,AN525-832R10,9,25,ea
SK203C172PXP-FW4,MS21044N08,10,30,ea
SK203C172PXP-FW4,SK2003-AW4S,11,5,ea
SK203C172PXP-FW4,SK203-TEM1,12,1,ea
SK203C172PXP-FW4,SK4172-42A.DOC,13,1,ea
SK203C182P-FW4,SK2003-42A,1,14,ea
SK203C182P-FW4,SK40S5-3S,2,5,ea
SK203C182P-FW4,SK40S5-4S,3,6,ea
SK203C182P-FW4,SK40S5-5S,4,2,ea
SK203C182P-FW4,SK40S5-6S,5,2,ea
SK203C182P-FW4,SK40S5-7S,6,2,ea
SK203C182P-FW4,SK-O18S,7,14,ea
SK203C182P-FW4,SK-R4GS,8,15,ea
SK203C182P-FW4,AN525-832R8,9,25,ea
SK203C182P-FW4,AN525-832R10,10,25,ea
SK203C182P-FW4,MS21044N08,11,30,ea
SK203C182P-FW4,SK2003-AW4S,12,5,ea
SK203C182P-FW4,SK203-TEM1,13,1,ea
SK203C182P-FW4,SK4182-42A.DOC,14,1,ea
SK2600-TS1,Template-213,1,1,ea
SK2600-TS1,SK-T26,2,1,ea
SK2600-TS1,Unibit-1,3,1,ea
SK2600FW-SET 2,SK2600-1SFW,1,1,ea
SK2600FW-SET 2,SK2600-LWS,2,1,ea
SK2600FW-SET 2,SK213-28,3,1,ea
SK2600FW-SET1,SK2600-1SFW,1,1,ea
SK2600FW-SET1,SK2600-LWS,2,1,ea
SK2600FW-SET1,SK213-2,3,1,ea
SK2600RS-SET1,SK2600-LWS,1,1,ea
SK2600RS-SET1,SK2600R1S,2,1,ea
SK2600RS-SET1,SK213-2,3,1,ea
SK2600SW-SET1,SK2600-1SW,1,1,ea
SK2600SW-SET1,SK2600-LWS,2,1,ea
SK2600SW-SET1,SK213-2,3,1,ea
SK26S51-SET1,SK26S51-1,1,1,ea
SK26S51-SET1,SK2600-LWS,2,1,ea
SK26S51-SET1,SK213-2,3,1,ea
SK26S51-SET2,SK26S51-2,1,1,ea
SK26S51-SET2,SK2600-LWS,2,1,ea
SK26S51-SET2,SK213-2,3,1,ea
SK28S3-SET1,SK28S3-2S,1,1,ea
SK28S3-SET1,SK2600-LWS,2,1,ea
SK28S3-SET1,SK213-2,3,1,ea
SK28S3-SET2,SK28S3-2S,1,1,ea
SK28S3-SET2,SK2600-LWS,2,1,ea
SK28S3-SET2,SK213-28,3,1,ea
SK4002-TS1,SK-T26,1,1,ea
SK4002-TS1,SK-4P3,2,1,ea
SK4002-TS1,Template-215,3,2,ea
SK4002-TS1,Template-245,4,2,ea
SK4002-TS1,Template-245A,5,1,ea
SK4002-TS1,Unibit-1,6,1,ea
SK4002-TS1,Unibit-4,7,1,ea
SK4002-TS2,SK-4P3,1,1,ea
SK4002-TS2,SK-T26,2,1,ea
SK4002-TS2,Unibit-1,3,1,ea
SK4002-TS2,Unibit-4,4,1,ea
SK40S5-SET1,SK40S5-2S,1,1,ea
SK40S5-SET1,SK-OS,2,1,ea
SK40S5-SET1,SK-R4GS,3,1,ea
SK40S5-SET1,SK245A161A,4,1,ea
SK4P3-T26,SK-4P3,1,1,ea
SK4P3-T26,SK-T26,2,1,ea
SKN4-2S SET,SKN4-2S,1,1,ea
SKN4-2S SET,AN960PD716L475,2,1,ea
SKN4-2S SET,SK-R4GS,3,1,ea
SKN4-3S SET,SKN4-3S,1,1,ea
SKN4-3S SET,AN960PD716L475,2,1,ea
SKN4-3S SET,SK-R4GS,3,1,ea
SKN4-4S SET,SKN4-4S,1,1,ea
SKN4-4S SET,AN960PD716L475,2,1,ea
SKN4-4S SET,SK-R4GS,3,1,ea
ZG2600-SET1,ZG2600-1,1,1,ea
ZG2600-SET1,SK2600-LWS,2,1,ea
ZG2600-SET1,SK213-2,3,1,ea
ZG2600-SET2,ZG2600-1,1,1,ea
ZG2600-SET2,SK2600-LWS,2,1,ea
ZG2600-SET2,SK213-28,3,1,ea
ZG2600W-SET2,ZG2600-1W,1,1,ea
ZG2600W-SET2,SK2600-LWS,2,1,ea
ZG2600W-SET2,SK213-28,3,1,ea
ZG28S3-SET1,ZG28S3-2,1,1,ea
ZG28S3-SET1,SK2600-LWS,2,1,ea
ZG28S3-SET1,SK213-2,3,1,ea
ZG28S3-SET2,ZG28S3-2,1,1,ea
ZG28S3-SET2,SK2600-LWS,2,1,ea
ZG28S3-SET2,SK213-28,3,1,ea
