kit_part_number,component_part_number,line_number,qty_per_kit,uom
C421-C2P,SK40S5-6S,5,46,ea
C421-C2P,SK40S5-7S,6,6,ea
C421-C2P,SK-GS,7,52,ea
C421-C2P,SK-HS,8,96,ea
C421-C2P,SK-R4GS,9,150,ea
C421-C2P,MS24693-C50,10,100,ea
C421-C2P,MS24693-C272,11,100,ea
C421-C2P,DP1080-17SS,12,100,ea
C421-C2P,DP1085-20SS,13,100,ea
C425-C1,SK4002-3S,1,28,ea
C425-C1,SK4002-4S,2,3,ea
C425-C1,SK4002-5S,3,20,ea
C425-C1,SK4002-6S,4,40,ea
C425-C1,SK4002-7S,5,12,ea
C425-C1,SK4002-8S,6,15,ea
C425-C1,SK4002-9S,7,3,ea
C425-C1,SK-GS,8,28,ea
C425-C1,SK-HS,9,86,ea
C425-C1,SK-R4GS,10,114,ea
C425-C1,MS24693-C50,11,50,ea
C425-C1,MS24693-C272,12,50,ea
C425-C1,DP1080-17SS,13,50,ea
C425-C1,DP1085-20SS,14,50,ea
C441-C1,SK4002-2S,1,16,ea
C441-C1,SK4002-3S,2,6,ea
C441-C1,SK4002-4S,3,12,ea
C441-C1,SK4002-5S,4,60,ea
C441-C1,SK4002-6S,5,62,ea
C441-C1,SK4002-7S,6,4,ea
C441-C1,SK-GS,7,36,ea
C441-C1,SK-HS,8,108,ea
C441-C1,SK-R4GS,9,144,ea
C441-C1,MS24693-C50,10,50,ea
C441-C1,MS24693-C272,11,50,ea
C441-C1,DP1080-17SS,12,50,ea
C441-C1,DP1085-20SS,13,50,ea
C441-C1P,SK40S5-2S,1,16,ea
C441-C1P,SK40S5-3S,2,6,ea
C441-C1P,SK40S5-4S,3,12,ea
C441-C1P,SK40S5-5S,4,60,ea
C441-C1P,SK40S5-6S,5,62,ea
C441-C1P,SK40S5-7S,6,4,ea
C441-C1P,SK-GS,7,36,ea
C441-C1P,SK-HS,8,108,ea
C441-C1P,SK-R4GS,9,144,ea
C441-C1P,MS24693-C50,10,50,ea
C441-C1P,MS24693-C272,11,50,ea
C441-C1P,DP1080-17SS,12,50,ea
C441-C1P,DP1085-20SS,13,50,ea
C500-C1,SK4002-3S,1,106,ea
C500-C1,SK4002-4S,2,8,ea
C500-C1,SK4002-5S,3,8,ea
C500-C1,SK4002-7S,4,2,ea
C500-C1,SK-GS,5,112,ea
C500-C1,SK-HS,6,4,ea
C500-C1,SK-R4GS,7,120,ea
C500-C1P,SK40S5-3S,1,106,ea
C500-C1P,SK40S5-4S,2,8,ea
C500-C1P,SK40S5-5S,3,8,ea
C500-C1P,SK40S5-7S,4,2,ea
C500-C1P,SK-GS,5,112,ea
C500-C1P,SK-HS,6,4,ea
C500-C1P,SK-R4GS,7,120,ea
C500-C2,SK4002-4S,1,26,ea
C500-C2,SK4002-5S,2,6,ea
C500-C2,SK4002-6S,3,6,ea
C500-C2,SK-HS,4,26,ea
C500-C2,SK-R4GS,5,26,ea
C500-C2P,SK40S5-4S,1,26,ea
C500-C2P,SK40S5-5S,2,6,ea
C500-C2P,SK40S5-6S,3,6,ea
C500-C2P,SK-HS,4,26,ea
C500-C2P,SK-R4GS,5,26,ea
ERCOUPE,AN526C632R6,1,100,ea
ERCOUPE,AN526C1032R8,2,100,ea
ERCOUPE,AN526C1032R10,3,15,ea
ERCOUPE,AN526C1032R12,4,30,ea
ERCOUPE,6RX1/2THBS,5,25,ea
ERCOUPE,NAS1515-H-06L,6,35,ea
ERCOUPE,NAS1515-H-3L,7,35,ea
ERCOUPE,MS21044C06,8,60,ea
ERCOUPE,MS21044C3,9,70,ea
G-AG CAT,AN526C832R8,1,25,ea
G-AG CAT,AN526C1032R8,2,30,ea
G-AG CAT,4RX3/8THBS,3,65,ea
G-AG CAT,6RX1/2THBS,4,95,ea
G-AG CAT,8RX1/2THBS,5,30,ea
G-AG CAT,10RX1/2THBS,6,60,ea
G-AG CAT,8RX1/2THAS,7,30,ea
G-AG CAT,NAS1515-H-08L,8,35,ea
G-AG CAT,NAS1515-H-3L,9,35,ea
G-TIGER,AN526C632R8,1,75,ea
G-TIGER,AN526C832R8,2,50,ea
G-TIGER,AN526C1032R8,3,85,ea
G-TIGER,MS24693-C30,4,10,ea
G-TIGER,MS24693-C50,5,220,ea
G-TIGER,MS24693-C272,6,10,ea
G-TIGER,MS24693-C273,7,30,ea
G-TIGER,6RX1/2THBS,8,50,ea
G-TIGER,8RX1/2THBS,9,60,ea
G-TIGER,8RX1/2FHBS100,10,70,ea
G-TIGER,DP1080-17SS,11,115,ea
G-TIGER,DP1085-20SS,12,30,ea
G-TIGER,NAS1515-H-3L,13,35,ea
LANCAIR-C1P,SK215-4,1,56,ea
LANCAIR-C1P,SK245A161A,2,6,ea
LANCAIR-C1P,SK40S5-2S,3,62,ea
LANCAIR-C1P,SK-OS,4,62,ea
LANCAIR-C1P,SK-O18S,5,2,ea
LANCAIR-C1P,SK-R4GS,6,64,ea
LANCAIR-C1P,SK-RVFS1,7,64,ea
LANCAIR-C1P,SK-RVC1,8,10,ea
LANCAIR-C1P,MS20426AD3-4,9,3,oz
LANCAIR-C1P,MS20426AD3-5,10,1.5,oz
LANCAIR-C1P,MS20426AD4-4,11,3,oz
LANCAIR-C1P,SK28S3-2S,12,14,ea
LANCAIR-C1P,SK213-2,13,14,ea
LANCAIR-C1P,SK2600-SW,14,14,ea
LANCAIR-C1P,MS21059L3,15,10,ea
LANCAIR-C1P,MS24693-C272,16,10,ea
LANCAIR-C1P,DP1085-20SS,17,10,ea
LANCAIR-C1P,Template-213,18,1,ea
LANCAIR-C1P,RV Instructions,19,1,ea
LANCAIR-C1P-F,SK215-4,1,30,ea
LANCAIR-C1P-F,SK40S5-2S,2,36,ea
LANCAIR-C1P-F,SK245A161A,3,6,ea
LANCAIR-C1P-F,SK-OS,4,36,ea
LANCAIR-C1P-F,SK-R4GS,5,38,ea
LANCAIR-C1P-F,VANS RV KIT,6,38,ea
LANCAIR-C1P-F,SK-RVC1,7,10,ea
LANCAIR-C1P-F,MS20426AD3-4,8,1.5,oz
LANCAIR-C1P-F,MS20426AD3-5,9,1.5,oz
LANCAIR-C1P-F,MS20426AD4-4,10,1.5,oz
LANCAIR-C1P-F,RV Instructions,11,1,ea
LANCAIR-C1P-U,SK215-4,1,39,ea
LANCAIR-C1P-U,SK40S5-2S,2,45,ea
LANCAIR-C1P-U,SK245A161A,3,6,ea
LANCAIR-C1P-U,SK-OS,4,45,ea
LANCAIR-C1P-U,SK-O18S,5,2,ea
LANCAIR-C1P-U,SK-R4GS,6,47,ea
LANCAIR-C1P-U,SK-RVFS1,7,47,ea
LANCAIR-C1P-U,SK-RVC1,8,1,ea
LANCAIR-C1P-U,MS20426AD3-4,9,1.5,oz
LANCAIR-C1P-U,MS20426AD3-5,10,1.5,oz
LANCAIR-C1P-U,MS20426AD4-4,11,1.5,oz
LANCAIR-C1P-U,MS21059L3,12,10,ea
LANCAIR-C1P-U,MS24693-C272,13,10,ea
LANCAIR-C1P-U,DP1085-20SS,14,10,ea
LANCAIR-C1P-U,RV Instructions,15,1,ea
LANCAIR-C1S,SK215-4,1,56,ea
LANCAIR-C1S,SK245A161A,2,6,ea
LANCAIR-C1S,SK4002-2S,3,62,ea
LANCAIR-C1S,SK-OS,4,62,ea
LANCAIR-C1S,SK-O18S,5,2,ea
LANCAIR-C1S,SK-R4GS,6,64,ea
LANCAIR-C1S,SK-RVFS1,7,64,ea
LANCAIR-C1S,SK-RVC1,8,10,ea
LANCAIR-C1S,MS20426AD3-4,9,3,oz
LANCAIR-C1S,MS20426AD3-5,10,1.5,oz
LANCAIR-C1S,SK2800-2S,11,14,ea
LANCAIR-C1S,SK2600-SW,12,14,ea
LANCAIR-C1S,SK213-2,13,14,ea
LANCAIR-C1S,MS21059L3,14,10,ea
LANCAIR-C1S,MS24693-C272,15,10,ea
LANCAIR-C1S,DP1085-20SS,16,10,ea
LANCAIR-C1S,Template-213,17,1,ea
LANCAIR-C1S,RV Instructions,18,1,ea
LANCAIR-C1S-F,SK215-4,1,30,ea
LANCAIR-C1S-F,SK245A161A,2,6,ea
LANCAIR-C1S-F,SK4002-2S,3,36,ea
LANCAIR-C1S-F,SK-OS,4,36,ea
LANCAIR-C1S-F,SK-R4GS,5,38,ea
LANCAIR-C1S-F,SK-O18S,6,2,ea
LANCAIR-C1S-F,SK-RVFS1,7,38,ea
LANCAIR-C1S-F,SK-RVC1,8,1,ea
LANCAIR-C1S-F,MS20426AD3-4,9,1.5,oz
LANCAIR-C1S-F,MS20426AD3-5,10,1.5,oz
LANCAIR-C1S-F,MS20426AD4-4,11,1.5,oz
LANCAIR-C1S-F,RV Instructions,12,1,ea
LANCAIR-C1S-S,SK215-4,1,26,ea
LANCAIR-C1S-S,SK4002-2S,2,26,ea
LANCAIR-C1S-S,SK-OS,3,26,ea
LANCAIR-C1S-S,SK-O18S,4,2,ea
LANCAIR-C1S-S,SK-R4GS,5,28,ea
LANCAIR-C1S-S,SK-RVFS1,6,28,ea
LANCAIR-C1S-S,MS20426AD3-4,7,1.5,oz
LANCAIR-C1S-S,MS20426AD3-5,8,1.5,oz
LANCAIR-C1S-S,MS20426AD4-4,9,1.5,oz
LANCAIR-C1S-S,MS21059L3,10,10,ea
LANCAIR-C1S-S,MS24693-C272,11,10,ea
LANCAIR-C1S-S,DP1085-20SS,12,10,ea
LANCAIR-C1S-S,RV Instructions,13,1,ea
LANCAIR-C1S-U,SK215-4,1,39,ea
LANCAIR-C1S-U,SK4002-2S,2,45,ea
LANCAIR-C1S-U,SK-OS,3,45,ea
LANCAIR-C1S-U,SK-O18S,4,2,ea
LANCAIR-C1S-U,SK245A161A,5,6,ea
LANCAIR-C1S-U,SK-R4GS,6,47,ea
LANCAIR-C1S-U,SK-RVFS1,7,47,ea
LANCAIR-C1S-U,MS20426AD3-4,8,1.5,oz
LANCAIR-C1S-U,MS20426AD3-5,9,1.5,oz
LANCAIR-C1S-U,MS20426AD4-4,10,1.5,oz
LANCAIR-C1S-U,MS21059L3,11,10,ea
LANCAIR-C1S-U,MS24693-C272,12,10,ea
LANCAIR-C1S-U,DP1085-20SS,13,10,ea
LANCAIR-C1S-U,RV Instructions,14,1,ea
M-201/231,4RX3/8THBS,1,20,ea
M-201/231,8RX1/2THBS,2,125,ea
M-201/231,10RX1/2THBS,3,12,ea
M-201/231,MS24693-C28,4,15,ea
M-201/231,MS24693-C50,5,200,ea
M-201/231,MS24693-C271,6,100,ea
M-201/231,MS24693-C272,7,100,ea
M-201/231,AN526C632R4,8,20,ea
M-201/231,AN526C832R8,9,78,ea
M-201/231,AN526C1032R8,10,80,ea
M-201/231,NAS1515-H-08L,11,100,ea
M-201/231,NAS1515-H-3L,12,100,ea
M-201/231,DP1080-17SS,13,26,ea
M-201/231,MS24694-S3,14,120,ea
M-201/231,MS24694-S5,15,450,ea
M-201/231,MS24694-S48,16,25,ea
M-20B,AN526C632R4,1,20,ea
M-20B,AN526C832R8,2,155,ea
M-20B,AN526C1032R8,3,135,ea
M-20B,MS24693-C28,4,10,ea
M-20B,MS24693-C50,5,200,ea
M-20B,4RX3/8THBS,6,55,ea
M-20B,6RX1/2THBS,7,20,ea
M-20B,8RX1/2THBS,8,200,ea
M-20B,10RX1/2THBS,9,145,ea
M-20B,NAS1515-H-08L,10,35,ea
M-20B,NAS1515-H-3L,11,35,ea
M-20C/D,AN526C632R4,1,20,ea
M-20C/D,AN526C832R8,2,300,ea
M-20C/D,AN526C1032R8,3,155,ea
M-20C/D,MS24693-C28,4,10,ea
M-20C/D,MS24693-C50,5,100,ea
M-20C/D,MS24693-C273,6,100,ea
M-20C/D,MS24693-C272,7,100,ea
M-20C/D,4RX3/8THBS,8,55,ea
M-20C/D,8RX1/2THBS,9,100,ea
M-20C/D,10RX1/2THBS,10,65,ea
M-20C/D,NAS1515-H-08L,11,35,ea
M-20C/D,NAS1515-H-3L,12,35,ea
M-20C/D,MS24694-S5,13,400,ea
M-20E/G,AN526C632R4,1,20,ea
M-20E/G,AN526C832R8,2,300,ea
M-20E/G,AN526C1032R8,3,155,ea
M-20E/G,MS24693-C28,4,10,ea
M-20E/G,MS24693-C50,5,200,ea
M-20E/G,MS24693-C273,6,100,ea
M-20E/G,MS24693-C272,7,100,ea
M-20E/G,4RX3/8THBS,8,55,ea
M-20E/G,8RX1/2THBS,9,55,ea
M-20E/G,10RX1/2THBS,10,90,ea
M-20E/G,NAS1515-H-08L,11,35,ea
M-20E/G,NAS1515-H-3L,12,35,ea
M-20E/G,MS24694-S5,13,400,ea
M-252,AN526C632R4,1,20,ea
M-252,AN526C832R4,2,75,ea
M-252,AN526C1032R8,3,80,ea
M-252,MS24693-C28,4,15,ea
M-252,MS24693-C50,5,100,ea
M-252,MS24693-C273,6,100,ea
M-252,MS24693-C272,7,100,ea
M-252,4RX3/8THBS,8,20,ea
M-252,8RX1/2THBS,9,125,ea
M-252,10RX1/2THBS,10,12,ea
M-252,MS24694-S4,11,150,ea
M-252,MS24694-S49,12,240,ea
M-252,DP1085-20SS,13,12,ea
M-252,NAS1515-H-08L,14,35,ea
M-252,NAS1515-H-3L,15,35,ea
M20-BAT1P,82-19-120-20,1,23,ea
M20-BAT1P,82-32-201-20,2,24,ea
M20-BAT1P,NAS1515-H-3L,3,25,ea
M20-BAT1S,82-11-100-20,1,23,ea
M20-BAT1S,82-32-201-20,2,24,ea
M20-BAT1S,NAS1515-H-3L,3,25,ea
M20-BAT2P,SK28S3-2S,1,23,ea
M20-BAT2P,SK27S5-1S,2,25,ea
M20-BAT2S,SK2700-2S,1,23,ea
M20-BAT2S,SK27S5-1S,2,24,ea
M20-BP1P,SK27S3-5S,1,29,ea
M20-BP1P,SK27S3-6S,2,11,ea
M20-BP1P,SK2600-SW,3,38,ea
M20-C2,SK4002-3S,1,31,ea
M20-C2,SK4002-4S,2,6,ea
M20-C2,SK4002-5S,3,3,ea
M20-C2,SK4002-6S,4,4,ea
M20-C2,SK-GS,5,34,ea
M20-C2,SK-HS,6,2,ea
M20-C2,SK-R4GS,7,34,ea
M20-C2,SKFJ4-35SS,8,4,ea
M20-C2,SKGF4-150,9,4,ea
M20-C2P,SK40S5-3S,1,31,ea
M20-C2P,SK40S5-4S,2,6,ea
M20-C2P,SK40S5-5S,3,3,ea
M20-C2P,SK40S5-6S,4,4,ea
M20-C2P,SK-GS,5,34,ea
M20-C2P,SK-HS,6,2,ea
M20-C2P,SK-R4GS,7,34,ea
M20-C2P,SKFJ4-35SS,8,4,ea
M20-C2P,SKGF4-150,9,4,ea
M20-C2P,MS24693-C272,10,25,ea
M20-C2P,DP1085-20SS,11,25,ea
M20-C2P,AN526C832R6,12,50,ea
M20-C2P,AN526C1032R10,13,25,ea
M20-C3,SK4002-3S,1,25,ea
M20-C3,SK4002-4S,2,6,ea
M20-C3,SK4002-5S,3,6,ea
M20-C3,SK4002-6S,4,6,ea
M20-C3,SK4002-7S,5,2,ea
M20-C3,SK-GS,6,39,ea
M20-C3,SK-R4GS,7,40,ea
M20-C3,SKFJ4-35SS,8,4,ea
M20-C3,SKGF4-150,9,4,ea
M20-C3,MS24693-C272,10,25,ea
M20-C3,DP1085-20SS,11,25,ea
M20-C3,AN526C832R6,12,50,ea
M20-C3,AN526C1032R10,13,50,ea
M20-C3P,SK40S5-3S,1,25,ea
M20-C3P,SK40S5-4S,2,6,ea
M20-C3P,SK40S5-5S,3,5,ea
M20-C3P,SK40S5-6S,4,6,ea
M20-C3P,SK40S5-7S,5,2,ea
M20-C3P,SK-GS,6,39,ea
M20-C3P,SK-R4GS,7,40,ea
M20-C3P,SKFJ4-35SS,8,4,ea
M20-C3P,SKGF4-150,9,4,ea
M20-C3P,MS24693-C272,10,25,ea
M20-C3P,DP1085-20SS,11,25,ea
M20-C3P,AN526C832R6,12,50,ea
M20-C3P,AN526C1032R10,13,25,ea
M20-C5,SK2700-6S,1,9,ea
M20-C5,SK2700-7S,2,3,ea
M20-C5,SK2700-8S,3,2,ea
M20-C5,SK2600-SW,4,20,ea
M20-C5,NAS1515-H-3L,5,25,ea
M20-C5,MS24693-C274,6,25,ea
M20-C5,MS24693-C275,7,25,ea
M20-C5,DP1085-20SS,8,25,ea
M20-C5,AN526C1032R10,9,25,ea
M20-C5,SK4002-5S,10,4,ea
M20-C5,SK4002-6S,11,10,ea
M20-C5,SK4002-7S,12,4,ea
M20-C5,SK4002-9S,13,2,ea
M20-C5,SK-HS,14,17,ea
M20-C5,SK-N318S,15,2,ea
M20-C5,SK-R560,16,2,ea
M20-C5,SK-R4GS,17,20,ea
M20-C5,SK-R4TS,18,20,ea
M20-C5P,SK40S5-5S,1,4,ea
M20-C5P,SK40S5-6S,2,10,ea
M20-C5P,SK40S5-7S,3,4,ea
M20-C5P,SK40S5-9S,4,2,ea
M20-C5P,SK-HS,5,17,ea
M20-C5P,SK-N318S,6,2,ea
M20-C5P,SK-R560,7,2,ea
M20-C5P,SK-R4GS,8,20,ea
M20-C5P,SK-R4TS,9,4,ea
M20-C5P,SK28S3-5S,10,10,ea
M20-C5P,SK28S3-6S,11,9,ea
M20-C5P,SK28S3-7S,12,3,ea
M20-C5P,SK28S3-8S,13,2,ea
M20-C5P,SK2600-SW,14,22,ea
M20-C5P,NAS1515-H-4L,15,25,ea
M20-C5P,MS24693-C274,16,25,ea
M20-C5P,MS24693-C275,17,25,ea
M20-C5P,DP1085-20SS,18,25,ea
M20-C5P,AN526C1032R10,19,25,ea
M20-C6,SK4002-5S,1,12,ea
M20-C6,SK4002-6S,2,12,ea
M20-C6,SK4002-7S,3,4,ea
M20-C6,SK4002-8S,4,8,ea
M20-C6,SK-HS,5,19,ea
M20-C6,SK-R4GS,6,20,ea
M20-C6,SK2700-4S,7,12,ea
M20-C6,SK2700-5S,8,12,ea
M20-C6,SK2700-6S,9,2,ea
M20-C6,SK2700-7S,10,4,ea
M20-C6,SK2600-SW,11,16,ea
M20-C6,NAS1515-H-4L,12,25,ea
M20-C6,MS24693-C274,13,25,ea
M20-C6,MS24693-C275,14,25,ea
M20-C6,DP1085-20SS,15,25,ea
M20-C6,AN526C1032R10,16,25,ea
M20-C6A,SK4002-5S,1,12,ea
M20-C6A,SK4002-6S,2,12,ea
M20-C6A,SK4002-7S,3,4,ea
M20-C6A,SK4002-8S,4,8,ea
M20-C6AP,SK40S5-5S,1,12,ea
M20-C6AP,SK40S5-6S,2,12,ea
M20-C6AP,SK40S5-7S,3,4,ea
M20-C6AP,SK40S5-8S,4,8,ea
M20-C6AP,SK-HS,5,19,ea
M20-C6AP,SK-R4GS,6,19,ea
M20-C6AP,SK28S3-4S,7,12,ea
M20-C6AP,SK28S3-5S,8,12,ea
M20-C6AP,SK28S3-6S,9,2,ea
M20-C6AP,SK28S3-7S,10,4,ea
M20-C6AP,SK2600-SW,11,16,ea
M20-C6AP,NAS1515-H-4L,12,25,ea
M20-C6AP,MS24693-C274,13,25,ea
M20-C6AP,MS24693-C275,14,25,ea
M20-C6AP,DP1085-20SS,15,25,ea
M20-C6AP,AN526C1032R10,16,25,ea
M20-C6AP,AN526C832R6,17,25,ea
M20-C6P,SK40S5-5S,1,12,ea
M20-C6P,SK40S5-6S,2,12,ea
M20-C6P,SK40S5-7S,3,4,ea
M20-C6P,SK40S5-8S,4,8,ea
M20-C6P,SK-HS,5,19,ea
M20-C6P,SK-R4GS,6,20,ea
M20-C6P,SK28S3-4S,7,12,ea
M20-C6P,SK28S3-5S,8,12,ea
M20-C6P,SK28S3-6S,9,2,ea
M20-C6P,SK28S3-7S,10,4,ea
M20-C6P,SK2600-SW,11,16,ea
M20-C6P,NAS1515-H-3L,12,25,ea
M20-C6P,MS24693-C274,13,25,ea
M20-C6P,MS24693-C275,14,25,ea
M20-C6P,DP1085-20SS,15,25,ea
M20-C6P,AN526C1032R10,16,25,ea
M20-C7,SK4002-5S,1,6,ea
M20-C7,SK4002-6S,2,6,ea
M20-C7,SK4002-7S,3,5,ea
M20-C7,SK4002-8S,4,2,ea
M20-C7,SK-HS,5,17,ea
M20-C7,SK-R4GS,6,20,ea
M20-C7,SK2700-3S,7,3,ea
M20-C7,SK2700-4S,8,5,ea
M20-C7,SK2700-5S,9,12,ea
M20-C7,SK2700-6S,10,2,ea
M20-C7,SK2700-7S,11,4,ea
M20-C7,SK2600-SW,12,40,ea
M20-C7P,SK40S5-5S,1,6,ea
M20-C7P,SK40S5-6S,2,6,ea
M20-C7P,SK40S5-7S,3,5,ea
M20-C7P,SK40S5-8S,4,2,ea
M20-C7P,SK-HS,5,17,ea
M20-C7P,SK-R4GS,6,20,ea
M20-C7P,SK28S3-3S,7,3,ea
M20-C7P,SK28S3-4S,8,5,ea
M20-C7P,SK28S3-5S,9,12,ea
M20-C7P,SK28S3-6S,10,2,ea
M20-C7P,SK28S3-7S,11,4,ea
M20-C7P,SK2600-SW,12,40,ea
M20-C7P,NAS1515-H-4L,13,25,ea
M20-C7P,MS24693-C274,14,25,ea
M20-C7P,MS24693-C275,15,25,ea
M20-C7P,DP1085-20SS,16,25,ea
M20-C7P,AN526C1032R10,17,25,ea
MU2,MS24693-C50,1,1500,ea
MU2,MS24693-C272,2,400,ea
MU2,AN526C832R7,3,50,ea
MU2,AN526C832R8,4,100,ea
MU2-C1,SK4002-3S,1,12,ea
MU2-C1,SK-HS,2,12,ea
MU2-C1,SK-R4GS,3,12,ea
MU2-C1,SK2700-2S,4,16,ea
MU2-C1,SK2700-3S,5,98,ea
MU2-C1,SK2700-4S,6,70,ea
MU2-C1,SK2700-5S,7,46,ea
MU2-C1,SK2700-6S,8,16,ea
MU2-C1,SK2600-SW,9,260,ea
MU2-C1P,SK40S5-3S,1,12,ea
MU2-C1P,SK-HS,2,12,ea
MU2-C1P,SK-R4GS,3,12,ea
MU2-C1P,SK27S3-2S,4,16,ea
MU2-C1P,SK27S3-3S,5,98,ea
MU2-C1P,SK27S3-4S,6,70,ea
MU2-C1P,SK27S3-5S,7,46,ea
MU2-C1P,SK27S3-6S,8,16,ea
MU2-C1P,SK2600-SW,9,260,ea
MU2-C2,SK4002-3S,1,46,ea
MU2-C2,SK-HS,2,46,ea
MU2-C2,SK-R4GS,3,46,ea
MU2-C2,SK2700-2S,4,16,ea
MU2-C2,SK2700-3S,5,98,ea
MU2-C2,SK2700-4S,6,70,ea
MU2-C2,SK2700-5S,7,46,ea
MU2-C2,SK2700-6S,8,16,ea
MU2-C2,SK2600-SW,9,260,ea
MU2-C2P,SK40S5-3S,1,46,ea
MU2-C2P,SK-HS,2,46,ea
MU2-C2P,SK-R4GS,3,46,ea
MU2-C2P,SK27S3-2S,4,16,ea
MU2-C2P,SK27S3-3S,5,98,ea
MU2-C2P,SK27S3-4S,6,70,ea
MU2-C2P,SK27S3-5S,7,46,ea
MU2-C2P,SK27S3-6S,8,16,ea
MU2-C2P,SK2600-SW,9,260,ea
MU2-FT1,MS27039C4-11,1,36,ea
PA-140-235,8RX1/2THBS,1,115,ea
PA-140-235,10RX1/2THBS,2,15,ea
PA-140-235,AN526C632R8,3,32,ea
PA-140-235,AN526C832R8,4,100,ea
PA-140-235,AN526C1032R8,5,50,ea
PA-140-235,MS24693-C28,6,11,ea
PA-140-235,MS24693-C50,7,111,ea
PA-140-235,NAS1515-H-3L,8,35,ea
PA-140-235,DP1080-17SS,9,129,ea
PA-AEROSTAR,AN526C832R8,1,100,ea
PA-AEROSTAR,AN526C1032R8,2,100,ea
PA-AEROSTAR,MS24693-C28,3,100,ea
PA-AEROSTAR,MS24693-C50,4,500,ea
PA-AEROSTAR,MS24693-C272,5,100,ea
PA-AEROSTAR,6RX1/2THBS,6,50,ea
PA-AEROSTAR,8RX1/2THBS,7,100,ea
PA-AEROSTAR,10RX1/2THBS,8,40,ea
PA-AEROSTAR,NAS1515-H-08L,9,300,ea
PA-AEROSTAR,NAS1515-H-3L,10,100,ea
PA-AEROSTAR,DP1080-17SS,11,310,ea
PA-AEROSTAR,DP1085-20SS,12,50,ea
PA-APACHE,6RX1/2THBS,1,25,ea
PA-APACHE,8RX1/2THBS,2,50,ea
PA-APACHE,10RX1/2THBS,3,25,ea
PA-APACHE,MS24693-C28,4,62,ea
PA-APACHE,MS24693-C50,5,244,ea
PA-APACHE,MS24693-C272,6,50,ea
PA-APACHE,AN526C632R8,7,211,ea
PA-APACHE,AN526C832R8,8,300,ea
PA-APACHE,AN526C1032R8,9,50,ea
PA-APACHE,NAS1515-H-08L,10,35,ea
PA-ARROW,6RX1/2THBS,1,40,ea
PA-ARROW,8RX1/2THBS,2,90,ea
PA-ARROW,AN526C632R10,3,30,ea
PA-ARROW,AN526C832R8,4,34,ea
PA-ARROW,AN526C832R10,5,13,ea
PA-ARROW,AN526C1032R8,6,20,ea
PA-ARROW,MS24693-C28,7,10,ea
PA-ARROW,MS24693-C50,8,150,ea
PA-ARROW,MS24693-C273,9,5,ea
PA-ARROW,NAS1515-H-08L,10,35,ea
PA-ARROW,NAS1515-H-3L,11,35,ea
PA-ARROW,DP1075-12SS,12,10,ea
PA-ARROW,DP1085-20SS,13,5,ea
PA-ARROW,DP1080-17SS,14,155,ea
PA-AZTEC,AN526C632R8,1,370,ea
PA-AZTEC,AN526C832R6,2,50,ea
PA-AZTEC,AN526C832R8,3,400,ea
PA-AZTEC,AN526C1032R8,4,25,ea
PA-AZTEC,MS24693-C28,5,130,ea
PA-AZTEC,MS24693-C50,6,225,ea
PA-AZTEC,6RX1/2THBS,7,25,ea
PA-AZTEC,8RX1/2THBS,8,25,ea
PA-AZTEC,NAS1515-H-08L,9,35,ea
PA-AZTEC,NAS1515-H-3L,10,35,ea
PA-AZTEC,DP1080-17SS,11,145,ea
PA-CHEROKEE SIX,AN526C632R8,1,41,ea
PA-CHEROKEE SIX,AN526C832R8,2,81,ea
PA-CHEROKEE SIX,AN526C832R10,3,13,ea
PA-CHEROKEE SIX,AN526C1032R8,4,51,ea
PA-CHEROKEE SIX,MS24693-C28,5,11,ea
PA-CHEROKEE SIX,MS24693-C50,6,155,ea
PA-CHEROKEE SIX,8RX1/2THBS,7,60,ea
PA-CHEROKEE SIX,10RX1/2THBS,8,13,ea
PA-CHEROKEE SIX,NAS1515-H-08L,9,35,ea
PA-CHEROKEE SIX,NAS1515-H-3L,10,35,ea
PA-CHEROKEE SIX,DP1080-17SS,11,153,ea
PA-CHEYENNE,MS24693-C50,1,1100,ea
PA-CHEYENNE,MS24693-C28,2,180,ea
PA-CHEYENNE,MS24693-C30,3,10,ea
PA-CHEYENNE,MS24693-C29,4,10,ea
PA-CHEYENNE,MS24693-C272,5,700,ea
PA-CHEYENNE,AN526C1032R8,6,21,ea
PA-CHEYENNE,AN526C832R10,7,140,ea
PA-CHEYENNE,AN526C832R8,8,86,ea
PA-CHEYENNE,AN526C632R10,9,30,ea
PA-CHEYENNE,AN526C440R8,10,11,ea
PA-CHEYENNE,6RX1/2THBS,11,35,ea
PA-CHEYENNE,8RX1/2THBS,12,35,ea
PA-CHEYENNE,10RX1/2THBS,13,31,ea
PA-CHEYENNE,8RX1/2FHAS100,14,21,ea
PA-CHEYENNE,NAS1515-H-08L,15,35,ea
PA-CHEYENNE,NAS1515-H-3L,16,35,ea
PA-CHEYENNE,DP1075-12SS,17,175,ea
PA-CHEYENNE,DP1080-17SS,18,200,ea
PA-COMANCHE,AN526C632R8,1,128,ea
PA-COMANCHE,AN526C632R10,2,27,ea
PA-COMANCHE,AN526C832R8,3,62,ea
PA-COMANCHE,AN526C1032R8,4,30,ea
PA-COMANCHE,MS24693-C4,5,26,ea
PA-COMANCHE,MS24693-C28,6,113,ea
PA-COMANCHE,MS24693-C50,7,61,ea
PA-COMANCHE,8RX1/2THBS,8,110,ea
PA-COMANCHE,NAS1515-H-08L,9,35,ea
